"party","id","Name","Birth","Death","gender","Age.Group_Speech.","Period","Speech.Length","keyword","content.stemmed","content_remove_stem","ideology","vallankumous","kapina","Natioanalism","Socialism","Pacifst"
"Suomen Kansan Demokraattinen Liitto","http://ldf.fi/semparl/speeches/s1973_1_142_020","Jokinen, Anna-Liisa",1923,2018,"Female","46-55","1960-2000","Very Long","kansalaissota, vapaussota, luokkasota","maksu kekseliäisyys sisu vaativinen suotituksinen toteuttaa suomi työläinen kidutus teloitus hämsallita käyttää nimitys vapaus#sota veteraani kansalais#sota vapaus#sota luokkasota fi todella uskoa NA että ei valtiovarainvalio#kunta porvarillinen enemmistö tuntiä suomi itsenäisyys tausta uskoa tällainen nimike esiinvetäminen maksu kekseliäisyys sisua vaativinen suotituksinen toteuttaa suomi työläinen kidutus teloitus hämsallita käyttää nimitys vapaus#sota veteraani kansalais#sota vapaus#sota luokkasota fi todella uskoa NA että ei valtiovarainvalio#kunta porvarillinen enemmistö tuntiä suomi itsenäisyys tausta uskoa tällainen nimike esiinvetäminen liittyä kekseliäisyys sisu vaativinen suotituksinen toteuttaa suomi työläinen kidutus teloitus hämsallita käyttää nimitys vapaus#sota veteraani kansalais#sota vapaus#sota luokkasota fi todella uskoa NA että ei valtiovarainvalio#kunta porvarillinen enemmistö tuntiä suomi itsenäisyys tausta uskoa tällainen nimike esiinvetäminen liittyä voimistuneinen oikeistovoima","maksu kekseliäisyys sisu vaativinen suotituksinen toteuttaa suomi työläinen kidutus teloitus hämsallita käyttää nimitys vapaussota veteraani kansalaissota vapaussota luokkasota fi todella uskoa NA että ei valtiovarainvaliokunta porvarillinen enemmistö tuntiä suomi itsenäisyys tausta uskoa tällainen nimike esiinvetäminen maksu kekseliäisyys sisua vaativinen suotituksinen toteuttaa suomi työläinen kidutus teloitus hämsallita käyttää nimitys vapaussota veteraani kansalaissota vapaussota luokkasota fi todella uskoa NA että ei valtiovarainvaliokunta porvarillinen enemmistö tuntiä suomi itsenäisyys tausta uskoa tällainen nimike esiinvetäminen liittyä kekseliäisyys sisu vaativinen suotituksinen toteuttaa suomi työläinen kidutus teloitus hämsallita käyttää nimitys vapaussota veteraani kansalaissota vapaussota luokkasota fi todella uskoa NA että ei valtiovarainvaliokunta porvarillinen enemmistö tuntiä suomi itsenäisyys tausta uskoa tällainen nimike esiinvetäminen liittyä voimistuneinen oikeistovoima","Left",0,0,1,0,0
"Suomen Kansan Demokraattinen Liitto","http://ldf.fi/semparl/speeches/s1971_1_027_018","Laine, Ensio",1927,2021,"Male","36-45","1960-2000","Short","vapaussota","asia ken jaksaa tutkia oikeisto äänestysehdotus perjantai istunto saada oivallinen osoitus oikeisto-oppositio asialinja oikeisto puhuja laki käsittely vaihei ahkera viljellä sana vapaus#sota jättää sanoa maa vapaus sodittaa ed koppanen osoittaminen lieneekin vaikeata silloinen silloinen suomi itsenäisyys tammikuu loppu tunnustaminen suorittaa valtio tällainen vapaussota-teetää viljeleminen historiallinen totuus väärentäminen vapaussota käydä näyttää käydä porvaristo mieli#kuva todellisuus käydä silamentaarinen oikeus ed koppada kommunisti selitys suomi vapaus itsenäisyys suinkaan puolustaa","asia ken jaksaa tutkia oikeisto äänestysehdotus perjantai istunto saada oivallinen osoitus oikeisto-oppositio asialinja oikeisto puhuja laki käsittely vaihei ahkera viljellä sana vapaussota jättää sanoa maa vapaus sodittaa ed koppanen osoittaminen lieneekin vaikeata silloinen silloinen suomi itsenäisyys tammikuu loppu tunnustaminen suorittaa valtio tällainen vapaussota-teetää viljeleminen historiallinen totuus väärentäminen vapaussota käydä näyttää käydä porvaristo mielikuva todellisuus käydä silamentaarinen oikeus ed koppada kommunisti selitys suomi vapaus itsenäisyys suinkaan puolustaa","Left",0,0,1,0,0
"Suomen Kansan Demokraattinen Liitto","http://ldf.fi/semparl/speeches/s1949_1_067_044","Leskinen, Paavo",1895,1952,"Male","46-55","1920-1960","Very Short","kapina","kokemus herra soveltaa kuolemanrangaistus tietää kokemus tarkoitus jatkaa tie kemi tapaus mielestänne kapina vaatiä oikeus ampua kapina osallistua ed j wirtada no mo paavo laskelmoida määrätä käsittei poliittinen tapahtuma kapina kapina vaatiä oikeus ampua kapina osallistua ed j wirtada no mo paavo laskelmoida määrätä käsittei poliittinen tapahtuma kapina taha johtopäätyssä selvä hala edelleen mahdollisuus kulkeaksenne tie kulkea itsenäisyys erikoisesti","kokemus herra soveltaa kuolemanrangaistus tietää kokemus tarkoitus jatkaa tie kemi tapaus mielestänne kapina vaatiä oikeus ampua kapina osallistua ed j wirtada no mo paavo laskelmoida määrätä käsittei poliittinen tapahtuma kapina kapina vaatiä oikeus ampua kapina osallistua ed j wirtada no mo paavo laskelmoida määrätä käsittei poliittinen tapahtuma kapina taha johtopäätyssä selvä hala edelleen mahdollisuus kulkeaksenne tie kulkea itsenäisyys erikoisesti","Left",0,1,1,0,0
"Suomen Kansan Demokraattinen Liitto","http://ldf.fi/semparl/speeches/s1950_1_013_055","Myllymäki, Lauri",1897,1967,"Male","46-55","1920-1960","Short","kansalaissota, vapaussota","jälkeinen porvaristo säännöllisesti väittää punakaartilais olla maanpetture valtiorikollinen maanpetturuussyyte kumoutua täydellisesti neuvostoliitto antaa suomi itsenäisyys joulukuu kansalais#sota alkaa tammikuu mahdollista punakaartilainen voida myydä maata neuvostoliito maasstaa porvaristo julkaisu tarkasti pyrkiä salaaa varsinainen alkaa tammikuu mahdollista punakaartilainen voida myydä maata neuvostoliito maasstaa porvaristo julkaisu tarkasti pyrkiä salaaa varsinainen kansalais#sota sanoa alkaa tammikuu päivä suojeluskuntalainen tammikuu päivä hyökätä kauhava venäläinen varus#kunta kimppuun sama päivä tehdä hyökkäys taavettää asema käynti sota alkaa valkoinen suojeluskunti toimi punakaartilainen lähteä taistelu saksalainen liitto olla porvaristo hyökkäys työvää oikeus työ#väki kansalaissota sisäinen maa tilanne järjestäminen työväenluoka edullisemma porvaristo sota taasen käydä esittää ulkomainen voima nojata ulkomainen voima nojata saksalainen armeija nousta maa suon aiheuttaa työväki taistelu hävitä puhua vapaussoda vapaussota työväen#luokka puoli taantumuksellinen vapaussotaväite käyttää voimakkaasti porvaristo hyökkäys puolustaminen harvassa löytää historia vastaavanlainen valheellinen tunnus vapaussota-tunnus","jälkeinen porvaristo säännöllisesti väittää punakaartilais olla maanpetture valtiorikollinen maanpetturuussyyte kumoutua täydellisesti neuvostoliitto antaa suomi itsenäisyys joulukuu kansalaissota alkaa tammikuu mahdollista punakaartilainen voida myydä maata neuvostoliito maasstaa porvaristo julkaisu tarkasti pyrkiä salaaa varsinainen alkaa tammikuu mahdollista punakaartilainen voida myydä maata neuvostoliito maasstaa porvaristo julkaisu tarkasti pyrkiä salaaa varsinainen kansalaissota sanoa alkaa tammikuu päivä suojeluskuntalainen tammikuu päivä hyökätä kauhava venäläinen varuskunta kimppuun sama päivä tehdä hyökkäys taavettää asema käynti sota alkaa valkoinen suojeluskunti toimi punakaartilainen lähteä taistelu saksalainen liitto olla porvaristo hyökkäys työvää oikeus työväki kansalaissota sisäinen maa tilanne järjestäminen työväenluoka edullisemma porvaristo sota taasen käydä esittää ulkomainen voima nojata ulkomainen voima nojata saksalainen armeija nousta maa suon aiheuttaa työväki taistelu hävitä puhua vapaussoda vapaussota työväenluokka puoli taantumuksellinen vapaussotaväite käyttää voimakkaasti porvaristo hyökkäys puolustaminen harvassa löytää historia vastaavanlainen valheellinen tunnus vapaussota-tunnus","Left",0,0,1,0,0
"Suomen Kansan Demokraattinen Liitto","http://ldf.fi/semparl/speeches/s1987_1_020_015","Kemppainen, Arvo",1946,1991,"Male","36-45","1960-2000","Long","vallankumous","arvoisa puhe#mies vuonna viettää valtiollinen itsenäisyyt 70-vuotisjuhla itsenäisyys tehdä mahdollinen lokakuu vallankumous venäjä seuraus porvarillinen hallitus kukistua valta astua työväenhallitus valmis antaa suomi valtiollinen itsenäisyys evätä tsaarinhallinto porvarillinen hallitus","arvoisa puhemies vuonna viettää valtiollinen itsenäisyyt 70-vuotisjuhla itsenäisyys tehdä mahdollinen lokakuu vallankumous venäjä seuraus porvarillinen hallitus kukistua valta astua työväenhallitus valmis antaa suomi valtiollinen itsenäisyys evätä tsaarinhallinto porvarillinen hallitus","Left",1,0,1,0,0
"Suomen Kansan Demokraattinen Liitto","http://ldf.fi/semparl/speeches/s1941_1_027_009","Räisänen, Yrjö",1888,1948,"Male","46-55","1920-1960","Very Long","vallankumous","kokemuksia esinä ääni#oikeus toteuttaminen kansanvaltaistuttaminen valtiollinen äänioikeus tulla kansa suurlakko rymiä kunnallinen äänioikeus tehdä vallankumous viskata keisari tuoli ajaa sellainen sosiaalinen uudistus olla saada nimittäin 8-tuntinen työ#päivä rytäkä se laki säätää","kokemuksia esinä äänioikeus toteuttaminen kansanvaltaistuttaminen valtiollinen äänioikeus tulla kansa suurlakko rymiä kunnallinen äänioikeus tehdä vallankumous viskata keisari tuoli ajaa sellainen sosiaalinen uudistus olla saada nimittäin 8-tuntinen työpäivä rytäkä se laki säätää","Left",1,0,1,0,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1991_1_083_004","Kääriäinen, Seppo",1948,NA,"Male","36-45","1960-2000","Very Long","vallankumous","neuvosto parlamentti taso toimia foorumi simä voida pohjois#maa neuvostoliitto venä baltia maa puola saksaa neuvostoliito käynti jatkua vallankumous pysyvä legitiimi rakente vaikea mahdoton saada syntyä prosessi kulkea pää#sääntöisesti rauhanomaisesti toivoa jatko neuvostoliitto valtiollinen eheys","neuvosto parlamentti taso toimia foorumi simä voida pohjoismaa neuvostoliitto venä baltia maa puola saksaa neuvostoliito käynti jatkua vallankumous pysyvä legitiimi rakente vaikea mahdoton saada syntyä prosessi kulkea pääsääntöisesti rauhanomaisesti toivoa jatko neuvostoliitto valtiollinen eheys","Center",1,0,1,0,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1921_1_071_010","Alkio, Santeri",1862,1930,"Male","56-65","1920-1960","Very Long","kapina","tosiasia kuiteni eä rauha neuvosto-venäjä allekirjoittaa neuvosto-venäjä järjesttelimällisesti harjoittaa suomi agitalistoni tarkoitus herättää suomi muidelleen kapina tähdätä imeikäläinen yhteis#kunta ainoastaan acitatsioni tarkoitus kumota suomi itsenäisyys saaida suomi neuvosto-venäjä","tosiasia kuiteni eä rauha neuvosto-venäjä allekirjoittaa neuvosto-venäjä järjesttelimällisesti harjoittaa suomi agitalistoni tarkoitus herättää suomi muidelleen kapina tähdätä imeikäläinen yhteiskunta ainoastaan acitatsioni tarkoitus kumota suomi itsenäisyys saaida suomi neuvosto-venäjä","Center",0,1,1,0,1
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1917_3_055_009","Alkio, Santeri",1862,1930,"Male","56-65","Civil_War","Very Short","kapina","sirhi virallisesti vahvistaa suomi lippu verinen pilkka ottaa suomi lipa punainen suomi tävtyä punainen kapina kukistaa valkoinen merkki tahtoa punainen väri nähdä lipu syy punainen väri merkki maa kansallisuus kansa","sirhi virallisesti vahvistaa suomi lippu verinen pilkka ottaa suomi lipa punainen suomi tävtyä punainen kapina kukistaa valkoinen merkki tahtoa punainen väri nähdä lipu syy punainen väri merkki maa kansallisuus kansa","Center",0,1,1,0,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1918_2_007_007","Juutilainen, Antti",1882,1951,"Male","36-45","Civil_War","Long","kapina","estää NA että ei aalto pyhkäista maa mieli suomi kansa tehdä kansa kasvattaa vastoinkäymisten talvinen sosialisti kapina osoittaa suomi sosialidemokratia rikollisuusi rikollisuusi alaluokkaan kypsyä nostattaa suomi kansa terva voima kansallinen ruumiissa tehdä terveellinen","estää NA että ei aalto pyhkäista maa mieli suomi kansa tehdä kansa kasvattaa vastoinkäymisten talvinen sosialisti kapina osoittaa suomi sosialidemokratia rikollisuusi rikollisuusi alaluokkaan kypsyä nostattaa suomi kansa terva voima kansallinen ruumiissa tehdä terveellinen","Center",0,1,1,0,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1917_3_057_054","Juutilainen, Antti",1882,1951,"Male","36-45","Civil_War","Very Short","kapina","tehdä vaikutus puhua korkea äänilaji tajua tahtoa tajuta onnettomuus syvyys mihinkä sosialidemokratia lippu toimeenpanna kapina suomi työväen#luokka syöstä syöstä suomi kansan#valta onnettomuus syvyys tajuta ensimmäinen esiintymise esiintyä","tehdä vaikutus puhua korkea äänilaji tajua tahtoa tajuta onnettomuus syvyys mihinkä sosialidemokratia lippu toimeenpanna kapina suomi työväenluokka syöstä syöstä suomi kansanvalta onnettomuus syvyys tajuta ensimmäinen esiintymise esiintyä","Center",0,1,1,0,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1917_3_067_007","Alkio, Santeri",1862,1930,"Male","56-65","Civil_War","Very Long","kapina, vallankumous","järjestää isänmaa olo tulevaisuus silmä pitää pitää ottaa huomio hallitus#muoto saada rakentaa vaikutus viimetalvellinen kapina olla tehdä muutama henkilöitten tunnelma vasen venäläinen bolshevismi alkaa levitä löytää niinkuin äsken sataa varsinainen kutupaikka suomalainen sosialidemokratia suomalainen sosialidemokratia äsken sanoa varsinainen kutupaikka suomalainen sosialidemokratia suomalainen sosialidemokratia kasvattaa uudenaikainen sallimus-usko kansa sosialidemokraattisesti uskoa kansa kasvattaa käsitys yhteis#kunnallinen vallankumous välttämätön usko hypnotisoida sosialidemokraattinen johtaja johdettaa määrä uskoa hetki tulli ennustaa välttämätön usko hypnotisoida sosialidemokraattinen johtaja johdettaa määrä uskoa hetki tulli ennustaa yhteis#kunnallinen vallankumous toteuttaa väkivaltainen keino erehtyä tietää hetki suomi seisoa edelleen yhteis#kunnallinen vallankumous","järjestää isänmaa olo tulevaisuus silmä pitää pitää ottaa huomio hallitusmuoto saada rakentaa vaikutus viimetalvellinen kapina olla tehdä muutama henkilöitten tunnelma vasen venäläinen bolshevismi alkaa levitä löytää niinkuin äsken sataa varsinainen kutupaikka suomalainen sosialidemokratia suomalainen sosialidemokratia äsken sanoa varsinainen kutupaikka suomalainen sosialidemokratia suomalainen sosialidemokratia kasvattaa uudenaikainen sallimus-usko kansa sosialidemokraattisesti uskoa kansa kasvattaa käsitys yhteiskunnallinen vallankumous välttämätön usko hypnotisoida sosialidemokraattinen johtaja johdettaa määrä uskoa hetki tulli ennustaa välttämätön usko hypnotisoida sosialidemokraattinen johtaja johdettaa määrä uskoa hetki tulli ennustaa yhteiskunnallinen vallankumous toteuttaa väkivaltainen keino erehtyä tietää hetki suomi seisoa edelleen yhteiskunnallinen vallankumous","Center",0,0,1,1,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1918_2_008_016","Kallio, Kyösti",1873,1940,"Male","36-45","Civil_War","Long","punakapina","käyttää senaattori paasikivi kairamon lause#tapa käyttää sovittaa kuningas valta käsi olla ehdotus ehdotus laki väliin tulla onneton punakapi murskautua tunnottomain johtajain joukko menettely tulevaisuus toivea suomi kansa saksa tukea selviytyä kansallinen innostus nousu","käyttää senaattori paasikivi kairamon lausetapa käyttää sovittaa kuningas valta käsi olla ehdotus ehdotus laki väliin tulla onneton punakapi murskautua tunnottomain johtajain joukko menettely tulevaisuus toivea suomi kansa saksa tukea selviytyä kansallinen innostus nousu","Center",0,0,1,0,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s2015_1_081_140","Ala-Nissilä, Olavi",1949,NA,"Male","66+","2001-Present","Short","vallankumous","ihminen hoitaa ulkopuoli helppo vaikuttaa taloudellinen itsenäisyys suomi tärkeä pitää tilanne mieli puheen#johtaja ranska tehdä myönteinen vallankumous syntyä ilmasto#sopimus tärkeä pystyä sopia suomi totta mahdollisuus biotalous","ihminen hoitaa ulkopuoli helppo vaikuttaa taloudellinen itsenäisyys suomi tärkeä pitää tilanne mieli puheenjohtaja ranska tehdä myönteinen vallankumous syntyä ilmastosopimus tärkeä pystyä sopia suomi totta mahdollisuus biotalous","Center",1,0,1,0,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1920_1_040_004","Alkio, Santeri",1862,1930,"Male","56-65","1920-1960","Very Long","kapina","kansallinen yksilö hajaantuminen merkitä välttämätön armeija hajaantuminen tapahtua venäjä itävalla saksa odottaa tapahtua muu imperialistinen valtio talonpoja kapina tilanomistaja molemmat monarkinen demokraatti virka#valta viedä pakos sotilaa kapina päällystö väla rikkoutuminen armeija proletaris porvarillinen ainenen","kansallinen yksilö hajaantuminen merkitä välttämätön armeija hajaantuminen tapahtua venäjä itävalla saksa odottaa tapahtua muu imperialistinen valtio talonpoja kapina tilanomistaja molemmat monarkinen demokraatti virkavalta viedä pakos sotilaa kapina päällystö väla rikkoutuminen armeija proletaris porvarillinen ainenen","Center",0,1,1,0,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1919_1_082_077","Pilkka, Simson",1880,1959,"Male","36-45","Civil_War","Long","kapina, vallankumous","jokainen myöntää kapina niinkuin vasemmisto sanoa köyhälistö vallankumous maailma kansa valtaisimma maa jokainen täyttää nainen mies ääni painaa valtiollinen yhteiskunnallinen jokainen myöntää kapina niinkuin vasemmisto sanoa köyhälistö vallankumous maailma kansa valtaisimma maa jokainen täyttää nainen mies ääni painaa valtiollinen yhteiskunnallinen vaa'a rikos vero löytää","jokainen myöntää kapina niinkuin vasemmisto sanoa köyhälistö vallankumous maailma kansa valtaisimma maa jokainen täyttää nainen mies ääni painaa valtiollinen yhteiskunnallinen jokainen myöntää kapina niinkuin vasemmisto sanoa köyhälistö vallankumous maailma kansa valtaisimma maa jokainen täyttää nainen mies ääni painaa valtiollinen yhteiskunnallinen vaa'a rikos vero löytää","Center",0,0,1,1,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1919_1_012_009","Wuorimaa, Artur",1854,1921,"Male","56-65","Civil_War","Short","vallankumous","tapa hävittää ryöstöretki jälkeen suomia valloitus venäjä ryssä jatkaa suomi kansa kansallinen hävitys#työ tsaari syntyä venäjä vallankumous luvata lakkauttaa ryssäläistyttäminen ryssä tehdä rikota nyt lupaus tulla bolsheviki valta#kausi yksinvaltias leni tunnustaa suomi","tapa hävittää ryöstöretki jälkeen suomia valloitus venäjä ryssä jatkaa suomi kansa kansallinen hävitystyö tsaari syntyä venäjä vallankumous luvata lakkauttaa ryssäläistyttäminen ryssä tehdä rikota nyt lupaus tulla bolsheviki valtakausi yksinvaltias leni tunnustaa suomi","Center",1,0,1,0,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1917_3_006_009","Alkio, Santeri",1862,1930,"Male","46-55",NA,"Long","vallankumous","nykyinen vaalit käydä suomi kansa itsenäisyys merkki edellinen valta#kirja niinkuin vasemmisto tietää nikolai verinen olla valtaistuim nykyinen valta#kirja vallankumous pyyhkiä itse valta suoma aja tella va suomi edellinen edus#kunta hajota asettua sosiali#demokraatti","nykyinen vaalit käydä suomi kansa itsenäisyys merkki edellinen valtakirja niinkuin vasemmisto tietää nikolai verinen olla valtaistuim nykyinen valtakirja vallankumous pyyhkiä itse valta suoma aja tella va suomi edellinen eduskunta hajota asettua sosialidemokraatti","Center",1,0,1,0,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1917_1_042_026","Alkio, Santeri",1862,1930,"Male","46-55",NA,"Very Long","vallankumous","suomi valtiollinen vapaus laajentaminen näyttää mahdollinen usea tilaisuus täytyä jättää käyttää voida varata suomi etu käyttää vallankumous venäjä tapahtua ensimäinen toimen#pide vallankumous vakaannuttaa suomi valtiollinen autonominen asema suomi vanha perustuslaki kuulua venäjä vallankumous kaatua hallitusmahtaa edellinen hallitsija suomi taata suomi rienneta ottaa venäjä vallankumouk > pinta nostaa venäjä väli#aikainen hallitus antaa vakuutus vallankumous sija takaaa suomi entinen valtiollinen oikeus käsittää suomi taasen tapahtua valtio#teko suomi kansa saattaa yksimielisesti lyhyt arvostella tapaus kantavuus syy hillitä arvostell olla maaliskuun-julistuskirja vastaanottaminen suomi edullinen vai epäedullinen teko venäjä tapahtua vallankumous tapahtua suomi vallankumous pana toimi suomalainen päivä suomalainen toimeenpana lähteä kantavuus syy hillitä arvostell olla maaliskuun-julistuskirja vastaanottaminen suomi edullinen vai epäedullinen teko venäjä tapahtua vallankumous tapahtua suomi vallankumous pana toimi suomalainen päivä suomalainen toimeenpana lähteä ottaa huomio","suomi valtiollinen vapaus laajentaminen näyttää mahdollinen usea tilaisuus täytyä jättää käyttää voida varata suomi etu käyttää vallankumous venäjä tapahtua ensimäinen toimenpide vallankumous vakaannuttaa suomi valtiollinen autonominen asema suomi vanha perustuslaki kuulua venäjä vallankumous kaatua hallitusmahtaa edellinen hallitsija suomi taata suomi rienneta ottaa venäjä vallankumouk > pinta nostaa venäjä väliaikainen hallitus antaa vakuutus vallankumous sija takaaa suomi entinen valtiollinen oikeus käsittää suomi taasen tapahtua valtioteko suomi kansa saattaa yksimielisesti lyhyt arvostella tapaus kantavuus syy hillitä arvostell olla maaliskuun-julistuskirja vastaanottaminen suomi edullinen vai epäedullinen teko venäjä tapahtua vallankumous tapahtua suomi vallankumous pana toimi suomalainen päivä suomalainen toimeenpana lähteä kantavuus syy hillitä arvostell olla maaliskuun-julistuskirja vastaanottaminen suomi edullinen vai epäedullinen teko venäjä tapahtua vallankumous tapahtua suomi vallankumous pana toimi suomalainen päivä suomalainen toimeenpana lähteä ottaa huomio","Center",1,0,1,0,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1935_2_041_020","Brander, Akseli",1876,1958,"Male","56-65","1920-1960","Short","kapina","miin vapaa kapina verilöyly syntyä julkinen sana hillittömästi kiihoittaa mäntsälä kapina syntyä tilanne muodostua sellainen käsite oikea väärä julkinen sana pyrkiä mennä sekaisin valtiollinen elämä valtio#valta","miin vapaa kapina verilöyly syntyä julkinen sana hillittömästi kiihoittaa mäntsälä kapina syntyä tilanne muodostua sellainen käsite oikea väärä julkinen sana pyrkiä mennä sekaisin valtiollinen elämä valtiovalta","Center",0,1,1,0,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1920_1_068_006","Lohi, Kalle",1872,1948,"Male","46-55","1920-1960","Very Long","kapina, vapaussota, kansalaissota","johtaa täyttyä tietoinen onneton asema kyetä lievittää vähäääs suuremma määrä kyetä kansanvaltainen edus#kunta kapina käsittää kaikki tapaus mielettömin kapinayritys maailmanhistori tuntea kysymys suhtautuminen venäjä kapina kukistaa sama todellinen kyki kansanvaltainen edus#kunta kapina käsittää kaikki tapaus mielettömin kapinayritys maailmanhistori tuntea kysymys suhtautuminen venäjä kapina kukistaa sama todellinen vapaus#sota venäjäs irtipääseminen suorittaa kysymys usea edus#kunta käsittelynalainen rauhan#sopimus käsittelä moni käsittää kaikki tapaus mielettömin kapinayritys maailmanhistori tuntea kysymys suhtautuminen venäjä kapina kukistaa sama todellinen vapaus#sota venäjäs irtipääseminen suorittaa kysymys usea edus#kunta käsittelynalainen rauhan#sopimus käsittelä moni pitkä puheenvuoroi puoli tahdota maalata ääretön paino oikeisto taho käydä kimppuua katsoa yhteiskuntarauha valtiollinen tulevaisuus elinehdo pyrkiä luoda umpeen haava onneton kapina kansalais#sota synnyttää äänekkäästi huomauttaa tällainen teoi saattaa tehdä turha saavutus valkoinen armeij saavuttaa valkoinen ääretön paino oikeisto taho käydä kimppuua katsoa yhteiskuntarauha valtiollinen tulevaisuus elinehdo pyrkiä luoda umpeen haava onneton kapina kansalais#sota synnyttää äänekkäästi huomauttaa tällainen teoi saattaa tehdä turha saavutus valkoinen armeij saavuttaa valkoinen rintama","johtaa täyttyä tietoinen onneton asema kyetä lievittää vähäääs suuremma määrä kyetä kansanvaltainen eduskunta kapina käsittää kaikki tapaus mielettömin kapinayritys maailmanhistori tuntea kysymys suhtautuminen venäjä kapina kukistaa sama todellinen kyki kansanvaltainen eduskunta kapina käsittää kaikki tapaus mielettömin kapinayritys maailmanhistori tuntea kysymys suhtautuminen venäjä kapina kukistaa sama todellinen vapaussota venäjäs irtipääseminen suorittaa kysymys usea eduskunta käsittelynalainen rauhansopimus käsittelä moni käsittää kaikki tapaus mielettömin kapinayritys maailmanhistori tuntea kysymys suhtautuminen venäjä kapina kukistaa sama todellinen vapaussota venäjäs irtipääseminen suorittaa kysymys usea eduskunta käsittelynalainen rauhansopimus käsittelä moni pitkä puheenvuoroi puoli tahdota maalata ääretön paino oikeisto taho käydä kimppuua katsoa yhteiskuntarauha valtiollinen tulevaisuus elinehdo pyrkiä luoda umpeen haava onneton kapina kansalaissota synnyttää äänekkäästi huomauttaa tällainen teoi saattaa tehdä turha saavutus valkoinen armeij saavuttaa valkoinen ääretön paino oikeisto taho käydä kimppuua katsoa yhteiskuntarauha valtiollinen tulevaisuus elinehdo pyrkiä luoda umpeen haava onneton kapina kansalaissota synnyttää äänekkäästi huomauttaa tällainen teoi saattaa tehdä turha saavutus valkoinen armeij saavuttaa valkoinen rintama","Center",0,0,1,0,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1917_3_038_076","Alkio, Santeri",1862,1930,"Male","56-65","Civil_War","Very Short","vallankumous","vallankumous käsittää sosialidemokratia pyörtyä johtua historia tapaus selittää väärin usko yhteis#kunnallinen vallankumous toteutettavi vakuu tetiu suomi työtätekevänkki kansa välttämätön viikko kuukaus kuluttaa suomi itsenäisyys voimistaminen","vallankumous käsittää sosialidemokratia pyörtyä johtua historia tapaus selittää väärin usko yhteiskunnallinen vallankumous toteutettavi vakuu tetiu suomi työtätekevänkki kansa välttämätön viikko kuukaus kuluttaa suomi itsenäisyys voimistaminen","Center",1,0,1,1,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1918_1_030_018","Lohi, Kalle",1872,1948,"Male","46-55","Civil_War","Very Short","kapina","yksimielisesti luopua kysymys ed ahmavaara huomauttaa myönnytyksillä voittaa ed hahl vastata mieli voittaa kapina puhjeta marraskuu suurlakko itsenäisyys mikään tunnustaa olla virallisesti venäjä suojeluskunti laki vahvistus saada","yksimielisesti luopua kysymys ed ahmavaara huomauttaa myönnytyksillä voittaa ed hahl vastata mieli voittaa kapina puhjeta marraskuu suurlakko itsenäisyys mikään tunnustaa olla virallisesti venäjä suojeluskunti laki vahvistus saada","Center",0,1,1,0,0
