"party","id","Name","Birth","Death","gender","Age.Group_Speech.","Period","Speech.Length","keyword","content.stemmed","content_remove_stem","ideology","vallankumous","kapina","Natioanalism","Socialism","Pacifst"
"Suomalainen puolue","http://ldf.fi/semparl/speeches/s1917_3_068_016","Virkkunen, Artturi",1864,1924,"Male","46-55","Civil_War","Very Long","kapina","epäinhimillinen raakuus sivistyneä maailma kuulumattoa kapina järjestää yhteiskuntalaito törkeimpi isänmaa pettäminen keskustelu tuoda se mieli#pide kapina syy aiheuttaa jokin ohimenevä jonkunlainen kansassa ilmetä tilapäinen sairaloisuus ilmiö 1oka maa hallitus#muoto säädettää vähällä ryhtyä ilmisota ijärjestäytynys yhteiskunt talaito maa kulttuuri hävittää saada rosvo oikeus ilmetä yhteis#kunnallinen vaara vakavisti pidellä kapina nimittäin paljastaa arvaamattoma määrä syä kansankerroksi olla siveellis käsite hämmennä yhteis#kunnallinen taju puute taipumus antaua kaikenlainen syrjä tuleva houkutus kerros tuudittautua käsity kansa siveellinen tietopuolinen suhde okse korkea kanta käsitys näyttäytyä täydellinen harhaluulo kapina kanstaa parempi aines ta yhteinen voimainponnistuksi saada kukisteta rikollinen vangita odottaa tuomiota rauhallinen olo#tila ni el saada kukisteta rikollinen vangita odottaa tuomiota rauhallinen olo#tila ni el saattaa tyyn myrsky välissä kapina onnettomuus osa kansa syöstä täyttää sydän katkeruud hetki hyvä saattaa puhjtaa ilmiliekki","epäinhimillinen raakuus sivistyneä maailma kuulumattoa kapina järjestää yhteiskuntalaito törkeimpi isänmaa pettäminen keskustelu tuoda se mielipide kapina syy aiheuttaa jokin ohimenevä jonkunlainen kansassa ilmetä tilapäinen sairaloisuus ilmiö 1oka maa hallitusmuoto säädettää vähällä ryhtyä ilmisota ijärjestäytynys yhteiskunt talaito maa kulttuuri hävittää saada rosvo oikeus ilmetä yhteiskunnallinen vaara vakavisti pidellä kapina nimittäin paljastaa arvaamattoma määrä syä kansankerroksi olla siveellis käsite hämmennä yhteiskunnallinen taju puute taipumus antaua kaikenlainen syrjä tuleva houkutus kerros tuudittautua käsity kansa siveellinen tietopuolinen suhde okse korkea kanta käsitys näyttäytyä täydellinen harhaluulo kapina kanstaa parempi aines ta yhteinen voimainponnistuksi saada kukisteta rikollinen vangita odottaa tuomiota rauhallinen olotila ni el saada kukisteta rikollinen vangita odottaa tuomiota rauhallinen olotila ni el saattaa tyyn myrsky välissä kapina onnettomuus osa kansa syöstä täyttää sydän katkeruud hetki hyvä saattaa puhjtaa ilmiliekki","Right",0,1,1,1,0
"Suomen Kansan Demokraattinen Liitto","http://ldf.fi/semparl/speeches/s1973_1_103_113","Aitio, Paavo",1918,1989,"Male","46-55","1960-2000","Very Short","vallankumous","kehitys vaatia uudistus jarra kysymys pelkästään hallinto muo doinen korkeakoului harjoittaa tutkimus opetus sisältö suhde yhteis#kunnallinen kehitys tieteellis-tekninen vallankumous nostaa korkea#koulu merkittävä yhteis#kunnallinen kehitys vaikuttaa tekijä johtua yhteiskunnallinen perusvasta#kohta heijastua voimakkaasti korkeakoululaitos toiminta riippua korikeakoululaitos suorittaa tehtävä","kehitys vaatia uudistus jarra kysymys pelkästään hallinto muo doinen korkeakoului harjoittaa tutkimus opetus sisältö suhde yhteiskunnallinen kehitys tieteellis-tekninen vallankumous nostaa korkeakoulu merkittävä yhteiskunnallinen kehitys vaikuttaa tekijä johtua yhteiskunnallinen perusvastakohta heijastua voimakkaasti korkeakoululaitos toiminta riippua korikeakoululaitos suorittaa tehtävä","Left",1,0,0,1,0
"Suomen Kansan Demokraattinen Liitto","http://ldf.fi/semparl/speeches/s1990_1_088_075","Laaksonen, Timo",1945,2008,"Male","36-45","1960-2000","Long","kapina","tasaaminen progressiivinen tulo#vero tehokkai keino hallitus periaate luopua veroratkaisua hallitus käytäntö osoittaa olla hyvätuloinen hallitus hyväosainen kapina johtaa tulos olla käydä ns yhteisvastu solidaarisuus kaikkein vähäosainen asema parantamisen todeta yksiselitteisesti huonosti näitten väestöryhma","tasaaminen progressiivinen tulovero tehokkai keino hallitus periaate luopua veroratkaisua hallitus käytäntö osoittaa olla hyvätuloinen hallitus hyväosainen kapina johtaa tulos olla käydä ns yhteisvastu solidaarisuus kaikkein vähäosainen asema parantamisen todeta yksiselitteisesti huonosti näitten väestöryhma","Left",0,1,0,1,0
"Suomen Kansan Demokraattinen Liitto","http://ldf.fi/semparl/speeches/s1980_1_010_016","Laine, Ensio",1927,2021,"Male","46-55","1960-2000","Very Long","vallankumous","pitää mieli arvioida afganistani tapahtuma tietenkin kansain#välinen ilma#piiri myrkyttäminen kansain#välinen jännitys lisääminen piiri käyttää afganistani tapahtuma tarkoitu afganistani tapahtua huhtikuu vallankumous kysymys mikään palatsikaappauknen pieni johtoklikki keskinäinen vallanvaihdo yhteis#kunnallinen kumouknen vanha feodaalijärjestelmä aiheutua kansa kärsimys vaikeus vallanvaihto","pitää mieli arvioida afganistani tapahtuma tietenkin kansainvälinen ilmapiiri myrkyttäminen kansainvälinen jännitys lisääminen piiri käyttää afganistani tapahtuma tarkoitu afganistani tapahtua huhtikuu vallankumous kysymys mikään palatsikaappauknen pieni johtoklikki keskinäinen vallanvaihdo yhteiskunnallinen kumouknen vanha feodaalijärjestelmä aiheutua kansa kärsimys vaikeus vallanvaihto","Left",1,0,0,1,0
"Suomen Kansan Demokraattinen Liitto","http://ldf.fi/semparl/speeches/s1985_1_129_127","Laaksonen, Timo",1945,2008,"Male","36-45","1960-2000","Long","kapina","ed paasilinta edustaa ajatus saada huomattavasti laaja näkemys kannatus sosialidemokraattinen puolue johto hallitus olla toverei napina syntyä kapina johtaa oleellinen yhteis#kunnallinen muutos osa valmis olla kehitys hallitus esitys tulo menoarvio osoittautua sisältö osa suurteollisuus","ed paasilinta edustaa ajatus saada huomattavasti laaja näkemys kannatus sosialidemokraattinen puolue johto hallitus olla toverei napina syntyä kapina johtaa oleellinen yhteiskunnallinen muutos osa valmis olla kehitys hallitus esitys tulo menoarvio osoittautua sisältö osa suurteollisuus","Left",0,1,0,1,0
"Suomen Kansan Yhtenäisyyden Puolue","http://ldf.fi/semparl/speeches/s1974_1_101_036","Tupamäki, Olavi",1944,NA,"Male","25-35","1960-2000","Very Long","vallankumous","etu ajaminen skdl lle puhe rakas tärkeä sosialismi mieli maa pitää saada järjestelmä muutos vallankumous tehdä parannuksia sana kapitalistinen yhteis#kunta voida pienituloinen hoita tarvita sosialistinen systeemi saada kunto esimerkki","etu ajaminen skdl lle puhe rakas tärkeä sosialismi mieli maa pitää saada järjestelmä muutos vallankumous tehdä parannuksia sana kapitalistinen yhteiskunta voida pienituloinen hoita tarvita sosialistinen systeemi saada kunto esimerkki","Center",1,0,0,1,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1918_2_008_006","Alkio, Santeri",1862,1930,"Male","56-65","Civil_War","Very Long","kapina","kapina kukistaa katsoa seisoa hallitus joulukuu alku#puoli yksimielisesti edus#kunta asettua tasavaltalainen pohja edellyttää sitten kapina kukistaa hallitus ryhmä maa vapaus laillisuus tukei asettua lojaalisesti järjestää olo pohja lähteä laillisuus tukei asettua lojaalisesti järjestää olo pohja lähteä edus#kunta päivä joulukuu päättää periaatteellisesti suomi tuleva valtiomuodo mienkä käydä kapina kukistaa ilmautua vaatimus monarkia toteuttaminen maa vaatimus etunenään asettua hallitus hallitus saada tehtävä toteuttaa suomi itsenäisyvs hallitus asettua ajaa monarkistinen mahdoton senaatti vara#puheen#johtaja lausua järjestää sosialisti kuulematta sanoa päästä sosialidemokraateinen kapina kukistaa sosialidemokrati maailmanilmiö yhteis#kunnallinen liike olo#suhteet vallita maa saada jalan#sija all kesä kulua","kapina kukistaa katsoa seisoa hallitus joulukuu alkupuoli yksimielisesti eduskunta asettua tasavaltalainen pohja edellyttää sitten kapina kukistaa hallitus ryhmä maa vapaus laillisuus tukei asettua lojaalisesti järjestää olo pohja lähteä laillisuus tukei asettua lojaalisesti järjestää olo pohja lähteä eduskunta päivä joulukuu päättää periaatteellisesti suomi tuleva valtiomuodo mienkä käydä kapina kukistaa ilmautua vaatimus monarkia toteuttaminen maa vaatimus etunenään asettua hallitus hallitus saada tehtävä toteuttaa suomi itsenäisyvs hallitus asettua ajaa monarkistinen mahdoton senaatti varapuheenjohtaja lausua järjestää sosialisti kuulematta sanoa päästä sosialidemokraateinen kapina kukistaa sosialidemokrati maailmanilmiö yhteiskunnallinen liike olosuhteet vallita maa saada jalansija all kesä kulua","Center",0,1,0,1,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1917_3_055_026","Wuorimaa, Artur",1854,1921,"Male","56-65","Civil_War","Very Short","kapina","kapina raivota maassa kuulumattoa raakuud kymmen#vuotinen alituinen kiihoitus tulos marxilainen sosialismi kehittää hedelmä valiheellinen kiihoituknen","kapina raivota maassa kuulumattoa raakuud kymmenvuotinen alituinen kiihoitus tulos marxilainen sosialismi kehittää hedelmä valiheellinen kiihoituknen","Center",0,1,0,1,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1917_3_067_007","Alkio, Santeri",1862,1930,"Male","56-65","Civil_War","Very Long","kapina, vallankumous","järjestää isänmaa olo tulevaisuus silmä pitää pitää ottaa huomio hallitus#muoto saada rakentaa vaikutus viimetalvellinen kapina olla tehdä muutama henkilöitten tunnelma vasen venäläinen bolshevismi alkaa levitä löytää niinkuin äsken sataa varsinainen kutupaikka suomalainen sosialidemokratia suomalainen sosialidemokratia äsken sanoa varsinainen kutupaikka suomalainen sosialidemokratia suomalainen sosialidemokratia kasvattaa uudenaikainen sallimus-usko kansa sosialidemokraattisesti uskoa kansa kasvattaa käsitys yhteis#kunnallinen vallankumous välttämätön usko hypnotisoida sosialidemokraattinen johtaja johdettaa määrä uskoa hetki tulli ennustaa välttämätön usko hypnotisoida sosialidemokraattinen johtaja johdettaa määrä uskoa hetki tulli ennustaa yhteis#kunnallinen vallankumous toteuttaa väkivaltainen keino erehtyä tietää hetki suomi seisoa edelleen yhteis#kunnallinen vallankumous","järjestää isänmaa olo tulevaisuus silmä pitää pitää ottaa huomio hallitusmuoto saada rakentaa vaikutus viimetalvellinen kapina olla tehdä muutama henkilöitten tunnelma vasen venäläinen bolshevismi alkaa levitä löytää niinkuin äsken sataa varsinainen kutupaikka suomalainen sosialidemokratia suomalainen sosialidemokratia äsken sanoa varsinainen kutupaikka suomalainen sosialidemokratia suomalainen sosialidemokratia kasvattaa uudenaikainen sallimus-usko kansa sosialidemokraattisesti uskoa kansa kasvattaa käsitys yhteiskunnallinen vallankumous välttämätön usko hypnotisoida sosialidemokraattinen johtaja johdettaa määrä uskoa hetki tulli ennustaa välttämätön usko hypnotisoida sosialidemokraattinen johtaja johdettaa määrä uskoa hetki tulli ennustaa yhteiskunnallinen vallankumous toteuttaa väkivaltainen keino erehtyä tietää hetki suomi seisoa edelleen yhteiskunnallinen vallankumous","Center",0,0,1,1,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1997_1_060_096","Aittoniemi, Sulo",1936,2016,"Male","56-65","1960-2000","Very Short","vallankumous","ymmärtää ed saarnio 50#luku vappu jokin kallio kaupungin#osa soitida kitara lauloitten nykyisin nuori öristä haave sosialismi vallankumous kuulla korva ed saarnio kitara sointi kansain#välinen sävele työväen#luokka laulu nykyisin sosialismi vallankumoussuuntaus nuori öristä","ymmärtää ed saarnio 50luku vappu jokin kallio kaupunginosa soitida kitara lauloitten nykyisin nuori öristä haave sosialismi vallankumous kuulla korva ed saarnio kitara sointi kansainvälinen sävele työväenluokka laulu nykyisin sosialismi vallankumoussuuntaus nuori öristä","Center",1,0,0,1,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1921_1_123_104","Kallio, Kyösti",1873,1940,"Male","46-55","1920-1960","Short","vallankumous","suunnitelma rinnastaa näitten toimenpiteitten luulla ed huttusi vertaus naapurimaihla viro latva tshekko-slovakia epäonnistua huomauttaa vallankumous ala jatkua mahdollisesti julkinen taistelu laki tarkoitus vakiinnuttaa yhteiskunnallinen olo rauhallinen toiminta tuollainen olo#tila","suunnitelma rinnastaa näitten toimenpiteitten luulla ed huttusi vertaus naapurimaihla viro latva tshekko-slovakia epäonnistua huomauttaa vallankumous ala jatkua mahdollisesti julkinen taistelu laki tarkoitus vakiinnuttaa yhteiskunnallinen olo rauhallinen toiminta tuollainen olotila","Center",1,0,0,1,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1922_1_035_043","Kärki, Frans",1884,1965,"Male","36-45","1920-1960","Long","vallankumous","varma ena yhteis#kunta uhrata vara nuoriso kasvattaminen äärimmäinen vasemmisto taho ajaa pää sellainen ajatus yhteis#kunnallinen vallankumous suoritettavi ainoastaan yksinomaan väki#valtainen tie mieli n s kommunismi maa työtätekevä luokka nuoriso elää","varma ena yhteiskunta uhrata vara nuoriso kasvattaminen äärimmäinen vasemmisto taho ajaa pää sellainen ajatus yhteiskunnallinen vallankumous suoritettavi ainoastaan yksinomaan väkivaltainen tie mieli n s kommunismi maa työtätekevä luokka nuoriso elää","Center",1,0,0,1,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1919_1_082_077","Pilkka, Simson",1880,1959,"Male","36-45","Civil_War","Long","kapina, vallankumous","jokainen myöntää kapina niinkuin vasemmisto sanoa köyhälistö vallankumous maailma kansa valtaisimma maa jokainen täyttää nainen mies ääni painaa valtiollinen yhteiskunnallinen jokainen myöntää kapina niinkuin vasemmisto sanoa köyhälistö vallankumous maailma kansa valtaisimma maa jokainen täyttää nainen mies ääni painaa valtiollinen yhteiskunnallinen vaa'a rikos vero löytää","jokainen myöntää kapina niinkuin vasemmisto sanoa köyhälistö vallankumous maailma kansa valtaisimma maa jokainen täyttää nainen mies ääni painaa valtiollinen yhteiskunnallinen jokainen myöntää kapina niinkuin vasemmisto sanoa köyhälistö vallankumous maailma kansa valtaisimma maa jokainen täyttää nainen mies ääni painaa valtiollinen yhteiskunnallinen vaa'a rikos vero löytää","Center",0,0,1,1,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1919_1_014_045","Luopajärvi, Mikko",1871,1920,"Male","46-55","Civil_War","Long","kapina","suhde käsittää täytyä riittää panna toimi tutkimus tapahtuma suhteen syypää tekeytyä saattaa rangaistus todeta surullinen kapina taka#perin maassa vallitsi kansallisonnettomuus lutaa yksi maailma mullistus surullinen seuraus langeta kansa kohta seuraus langeta kansa kohta kestää eräs seikka mainita kiistelty kapina saada alku väittää esinä kapina saada alku olla maa porvaristo puoli tehdä riittävä määrä yhteiskunnallinen uudistus väite pitää kestää eräs seikka mainita kiistelty kapina saada alku väittää esinä kapina saada alku olla maa porvaristo puoli tehdä riittävä määrä yhteiskunnallinen uudistus väite pitää paikka myönnettää pitää viedä edus#kunta hallitus taho j metri e estää voimaanastuma puoli muistaa kapina syntyä jose kapina varsinaisesti valmistaa maa toteuttaa kansanva pitkä mikään muu maa sil hi muistaa tahi venäläinen bolshevismi johtaja joitten selittää lopulta antaa ratkaiseva merkki syy jäädä tutkittaa tosianen kapina puheta sellainen olosuhtei kansanva maa toteuttaa erinomainen pitkälle mahdollisuus oia olla toteuttaminen jatkaa rauhallinen parlamenttaarinen tie vasen työväestö oikeuttaa vaatimus ymmärtävä kanta moni muitten europpa maitten porvaristo osoittautua voida tehdä käsittää seuraus tällainen olosuhtei kapina alkaa kapina tapahtua kapina alottajain puoli sellainen todeta tapahtune suru yksimielinen näit kaatuneitten läheinen omainen kansa vähävarainen kerros säatetui ylteiskunnallisesti sellainen asema sanoa tyydyttävä lisätä jälkeenpäin kapina kukistaa edus#kunta ryhtyä jatkaa työtä kuulua edustaja suru todeta siirryä taantumus tie kuulua uudistas#työ vakuuttaa edus#kunta jaksaa nousta pohja työtä jatkaa löytää hyvä keimo parantaa syvä haavo kapina kansa keskuus iskeä mieli löytää hyvä keino kyken koota itse kansa ajatella mahdollisuus elää puolustaa asema","suhde käsittää täytyä riittää panna toimi tutkimus tapahtuma suhteen syypää tekeytyä saattaa rangaistus todeta surullinen kapina takaperin maassa vallitsi kansallisonnettomuus lutaa yksi maailma mullistus surullinen seuraus langeta kansa kohta seuraus langeta kansa kohta kestää eräs seikka mainita kiistelty kapina saada alku väittää esinä kapina saada alku olla maa porvaristo puoli tehdä riittävä määrä yhteiskunnallinen uudistus väite pitää kestää eräs seikka mainita kiistelty kapina saada alku väittää esinä kapina saada alku olla maa porvaristo puoli tehdä riittävä määrä yhteiskunnallinen uudistus väite pitää paikka myönnettää pitää viedä eduskunta hallitus taho j metri e estää voimaanastuma puoli muistaa kapina syntyä jose kapina varsinaisesti valmistaa maa toteuttaa kansanva pitkä mikään muu maa sil hi muistaa tahi venäläinen bolshevismi johtaja joitten selittää lopulta antaa ratkaiseva merkki syy jäädä tutkittaa tosianen kapina puheta sellainen olosuhtei kansanva maa toteuttaa erinomainen pitkälle mahdollisuus oia olla toteuttaminen jatkaa rauhallinen parlamenttaarinen tie vasen työväestö oikeuttaa vaatimus ymmärtävä kanta moni muitten europpa maitten porvaristo osoittautua voida tehdä käsittää seuraus tällainen olosuhtei kapina alkaa kapina tapahtua kapina alottajain puoli sellainen todeta tapahtune suru yksimielinen näit kaatuneitten läheinen omainen kansa vähävarainen kerros säatetui ylteiskunnallisesti sellainen asema sanoa tyydyttävä lisätä jälkeenpäin kapina kukistaa eduskunta ryhtyä jatkaa työtä kuulua edustaja suru todeta siirryä taantumus tie kuulua uudistastyö vakuuttaa eduskunta jaksaa nousta pohja työtä jatkaa löytää hyvä keimo parantaa syvä haavo kapina kansa keskuus iskeä mieli löytää hyvä keino kyken koota itse kansa ajatella mahdollisuus elää puolustaa asema","Center",0,1,0,1,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1997_1_166_111","Pekkarinen, Mauri",1947,NA,"Male","46-55","1960-2000","Very Short","kapina","verotus yhteis#kunnallinen kapina mahdollinen lähde mieli ongelma suurituloinen saada riittävästi kevennys verotukse seurata hyväosainen kapina arvoisa puhe#mies rohken tulkita tunto suomea tunto kertoa selvä kieli tavallinen pienituloinen keski#tuloinen nuori lapsi#perhe","verotus yhteiskunnallinen kapina mahdollinen lähde mieli ongelma suurituloinen saada riittävästi kevennys verotukse seurata hyväosainen kapina arvoisa puhemies rohken tulkita tunto suomea tunto kertoa selvä kieli tavallinen pienituloinen keskituloinen nuori lapsiperhe","Center",0,1,0,1,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1917_3_038_076","Alkio, Santeri",1862,1930,"Male","56-65","Civil_War","Very Short","vallankumous","vallankumous käsittää sosialidemokratia pyörtyä johtua historia tapaus selittää väärin usko yhteis#kunnallinen vallankumous toteutettavi vakuu tetiu suomi työtätekevänkki kansa välttämätön viikko kuukaus kuluttaa suomi itsenäisyys voimistaminen","vallankumous käsittää sosialidemokratia pyörtyä johtua historia tapaus selittää väärin usko yhteiskunnallinen vallankumous toteutettavi vakuu tetiu suomi työtätekevänkki kansa välttämätön viikko kuukaus kuluttaa suomi itsenäisyys voimistaminen","Center",1,0,1,1,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s2012_1_019_224","Vehkaperä, Mirja",1976,NA,"Female","36-45","2001-Present","Very Short","kapina","kanntaa vastuu kaikki pienituloisimminen kansalainen hyvin#vointi#valtio mittari huolehdla huono-osaisimminen kansalaisista alue kuntakentä nousta kapina hallituspuolue riä lukea kokoomuslainen kansanedustaja viimeaikaisa mielipidekirjoitus blogi ihmetellä jättikuntahanke oikeasti oikeasti uskoa","kanntaa vastuu kaikki pienituloisimminen kansalainen hyvinvointivaltio mittari huolehdla huono-osaisimminen kansalaisista alue kuntakentä nousta kapina hallituspuolue riä lukea kokoomuslainen kansanedustaja viimeaikaisa mielipidekirjoitus blogi ihmetellä jättikuntahanke oikeasti oikeasti uskoa","Center",0,1,0,1,0
"Suomen Keskusta","http://ldf.fi/semparl/speeches/s1997_1_056_011","Aho, Esko",1954,NA,"Male","36-45","1960-2000","Very Long","vallankumous","arvoisa puhe#mies suurtyöttömyys alueellinen ongelma kärjistyminen erillinen ilmiö liittyä syvä yhteis#kunnallinen murros ravistella teollinen maailma teknologinen vallankumous etetä taloudeliinen integraatio maailma laajuinen markkinat syntyminen muokata usko suomea suomalainen eläminen ehto väittää rakenne#muutos","arvoisa puhemies suurtyöttömyys alueellinen ongelma kärjistyminen erillinen ilmiö liittyä syvä yhteiskunnallinen murros ravistella teollinen maailma teknologinen vallankumous etetä taloudeliinen integraatio maailma laajuinen markkinat syntyminen muokata usko suomea suomalainen eläminen ehto väittää rakennemuutos","Center",1,0,0,1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1974_1_016_039","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Very Short","vallankumous","valta painaa kansa syvä rivi sosialismi pelata monopolipääoma laskelmoa pienomistaja keski#tuloinen panna matala kypsyä vallankumous tyytymätön kansa viedä keskitetty valta pakkoyhteiskunta sosialismi käyttää hyväkseen oikeisto ahneus suuromistus ahneus suuryhtiöitten ahneus lisävoimi käyttää puoluetukirahoi taivuteltu","valta painaa kansa syvä rivi sosialismi pelata monopolipääoma laskelmoa pienomistaja keskituloinen panna matala kypsyä vallankumous tyytymätön kansa viedä keskitetty valta pakkoyhteiskunta sosialismi käyttää hyväkseen oikeisto ahneus suuromistus ahneus suuryhtiöitten ahneus lisävoimi käyttää puoluetukirahoi taivuteltu","Center",1,0,0,1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1975_2_067_338","Vennamo, Veikko",1913,1997,"Male","56-65","1960-2000","Long","vallankumous","kiusata jatkuvasti työ toimeen#tulo puute sata#tuhat suomalainen pakkoajtaa ruotsi päivä täydellinen taloudellinen umpikuja edessä yhteis#kunnallinen vallankumous samanaikaisesti tuhota keskisuuri pieni yritteliäisyys syrjitä työvaltainen yritteliäisyys työ maa sosialistinen puolue keppu kokoomus tahto panna erikoisvero","kiusata jatkuvasti työ toimeentulo puute satatuhat suomalainen pakkoajtaa ruotsi päivä täydellinen taloudellinen umpikuja edessä yhteiskunnallinen vallankumous samanaikaisesti tuhota keskisuuri pieni yritteliäisyys syrjitä työvaltainen yritteliäisyys työ maa sosialistinen puolue keppu kokoomus tahto panna erikoisvero","Center",1,0,0,1,0
"Suomen Maaseudun Puolue","http://ldf.fi/semparl/speeches/s1985_1_074_008","Kortesalmi, J. Juhani",1933,2019,"Male","46-55","1960-2000","Very Long","vallankumous","selvitä tavoite toivoa selonteossa tarpeen asia james wattä vuosi saada valmis höyrykone alkaa nssa teollinen vallankumous keksintöä asia seurata nopea mekanisoituminen kausi tuoda mukana vaikea yhteiskunnallinen probleemi syy siirtyä feodaaliaja kehittymättöä agraariyhteiskunna","selvitä tavoite toivoa selonteossa tarpeen asia james wattä vuosi saada valmis höyrykone alkaa nssa teollinen vallankumous keksintöä asia seurata nopea mekanisoituminen kausi tuoda mukana vaikea yhteiskunnallinen probleemi syy siirtyä feodaaliaja kehittymättöä agraariyhteiskunna","Center",1,0,0,1,0
"Suomen ruotsalainen kansanpuolue","http://ldf.fi/semparl/speeches/s1980_1_096_108","Taxell, Christoffer",1948,NA,"Male","25-35","1960-2000","Long","vallankumous","v vennamoka pitää sosialisn ed v vennamo rakentaa sosialismi efa suomen#maa ed v vennamo herra elää punainen vallankumous johtaa sosialisma ed vennamo virheellinen käsitys yhteiskuntajärjestelmäst ed v vennamo hilku korostaa","v vennamoka pitää sosialisn ed v vennamo rakentaa sosialismi efa suomenmaa ed v vennamo herra elää punainen vallankumous johtaa sosialisma ed vennamo virheellinen käsitys yhteiskuntajärjestelmäst ed v vennamo hilku korostaa","Right",1,0,0,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1927_1_024_027","Aalto, Johan",1886,1946,"Male","36-45","1920-1960","Long","kapina","taho väittää m m eräs pohjola käydä huomattava työtaistelu poliittinen lako luonne kapinallinen vedo olla vaatia lai selvästi määriteltäinen kapina voitaa esinä työlakko kapinaluontoinen selittää ottaa huomio määrätty taantumuksellinen virtaus valta muu maa","taho väittää m m eräs pohjola käydä huomattava työtaistelu poliittinen lako luonne kapinallinen vedo olla vaatia lai selvästi määriteltäinen kapina voitaa esinä työlakko kapinaluontoinen selittää ottaa huomio määrätty taantumuksellinen virtaus valta muu maa","Center",0,1,0,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1919_1_082_062","Helo, Johan",1889,1966,"Male","25-35","Civil_War","Very Long","kapina","syypää oikeuttaa liiallinen hempeämielisyydi rikoksentekijä kohtaan järkyttää oikeudentunto yhteis#kunnallinen järjestys kunnioitus yhteiskunna oikeus vaatia take kapina uudistua lopuksi lausua pää#ministeri rikos hyvin ero sentähti oma tyydyttää oikeudentunto armahdus yleinen mitta toteuteta","syypää oikeuttaa liiallinen hempeämielisyydi rikoksentekijä kohtaan järkyttää oikeudentunto yhteiskunnallinen järjestys kunnioitus yhteiskunna oikeus vaatia take kapina uudistua lopuksi lausua pääministeri rikos hyvin ero sentähti oma tyydyttää oikeudentunto armahdus yleinen mitta toteuteta","Center",0,1,0,1,0
"Suomen Sosialidemokraattinen Puolue","http://ldf.fi/semparl/speeches/s1919_1_006_004","Laherma, Jonas",1888,1977,"Male","25-35","Civil_War","Very Long","vallankumous, kansalaissota","jum#ala oikullinen saksa sotamahtaa vuosikaunen osoittautua lujka kestävä alkaa horju päättyä maailma mahtava sotilasvaltio täydellinen sortuminen vieläpä vallankumous sisäinen myrskky lakaisa tieltä juurine vuosi#kymmen valta mailman#sota kääntei seurata suomalainen vapaaehtoinen apujoukko lähettäminen valloitusretki sanoa maa kunnia puhujalaa kehoitta kaikki tarmo ranska sotilas olla liittyä herra pichoni armei jatkaa selostaen vallankumous syy olla vallankumous johtua sota kurjuus kansa luottaa muu itse kiiruhtaa palauttaa sotajoukko saada bolshevistinen tartunta saksalainen saada ranskka tasa#valta nimi valtio ylimä johto ammatti edustaja maa sisäinen rikkinäisyys odottaa laaja yhteiskunnallinen toimen#pide hätää kurjuus torjuminen kansalais#sota tuoda mukana maa hallitus ylin johto mies toiminta elämä kohdistua rauha sota työ sotilas kansa yleensä tällainen pieni kansa erikoisesti syy ryhtyä väkivaltaisesti laajentaa alueitaan maa kaivata rauha rauhallinen työ haaa kansalais#sota iskeä kansa sydänjuuri arpeutumatta parannettaa käydä positiivinen työ käsi taata rauhallinen edistysmahdollisuus ajatus aseellinen toiminta hyljättää","jumala oikullinen saksa sotamahtaa vuosikaunen osoittautua lujka kestävä alkaa horju päättyä maailma mahtava sotilasvaltio täydellinen sortuminen vieläpä vallankumous sisäinen myrskky lakaisa tieltä juurine vuosikymmen valta mailmansota kääntei seurata suomalainen vapaaehtoinen apujoukko lähettäminen valloitusretki sanoa maa kunnia puhujalaa kehoitta kaikki tarmo ranska sotilas olla liittyä herra pichoni armei jatkaa selostaen vallankumous syy olla vallankumous johtua sota kurjuus kansa luottaa muu itse kiiruhtaa palauttaa sotajoukko saada bolshevistinen tartunta saksalainen saada ranskka tasavalta nimi valtio ylimä johto ammatti edustaja maa sisäinen rikkinäisyys odottaa laaja yhteiskunnallinen toimenpide hätää kurjuus torjuminen kansalaissota tuoda mukana maa hallitus ylin johto mies toiminta elämä kohdistua rauha sota työ sotilas kansa yleensä tällainen pieni kansa erikoisesti syy ryhtyä väkivaltaisesti laajentaa alueitaan maa kaivata rauha rauhallinen työ haaa kansalaissota iskeä kansa sydänjuuri arpeutumatta parannettaa käydä positiivinen työ käsi taata rauhallinen edistysmahdollisuus ajatus aseellinen toiminta hyljättää","Center",0,0,0,1,1
